UserID,MovieID,Rating
10,902,4.0
10,1292,4.0
10,260,4.0
10,1371,4.0
10,913,4.0
10,1012,5.0
10,1884,4.0
10,24,4.0
10,2324,4.0
10,1380,4.0
10,2693,4.0
10,351,4.0
10,2405,4.0
10,2407,4.0
10,1031,4.0
10,1104,4.0
10,364,4.0
10,3072,4.0
10,3153,4.0
10,3591,4.0
10,1124,4.0
10,2431,4.0
10,1704,4.0
10,3309,4.0
10,1566,4.0
10,1203,4.0
10,1136,4.0
10,539,5.0
10,1573,4.0
10,104,4.0
10,971,4.0
10,2018,4.0
10,2959,4.0
10,3252,4.0
10,3255,4.0
10,2529,4.0
10,1654,4.0
10,1220,4.0
10,1223,4.0
10,2967,4.0
10,480,4.0
10,3408,4.0
10,2393,4.0
10,3198,4.0
10,2033,4.0
10,2108,4.0
10,1307,4.0
10,2470,4.0
10,203,4.0
10,2111,4.0
10,3928,4.0
10,2047,4.0
11,1198,4.0
11,1278,4.0
11,1358,3.0
11,2806,4.0
11,333,2.0
11,1441,4.0
11,3552,3.0
11,2325,4.0
11,356,4.0
11,36,4.0
11,435,4.0
11,1042,4.0
11,440,4.0
11,50,3.0
11,2359,3.0
11,2507,4.0
11,1563,2.0
11,1498,3.0
11,3178,4.0
11,3755,3.0
11,2959,3.0
11,3255,2.0
11,1080,4.0
11,1089,4.0
11,2539,4.0
11,1665,3.0
11,1307,3.0
12,1193,4.0
12,3897,4.0
12,1641,4.0
12,1303,3.0
12,3785,4.0
13,2640,4.0
13,1429,4.0
13,2094,4.0
13,260,4.0
13,2686,4.0
13,21,4.0
13,1527,4.0
13,2916,3.0
13,1610,4.0
13,50,4.0
13,1127,3.0
13,457,4.0
13,2006,4.0
13,2871,3.0
13,1210,3.0
13,1722,3.0
13,2028,3.0
13,480,4.0
13,3269,4.0
13,2105,4.0
13,3418,3.0
13,2470,4.0
14,1263,4.0
14,2243,4.0
14,1968,4.0
14,1982,3.0
14,2396,4.0
15,3354,4.0
15,3298,3.0
15,593,3.0
15,1777,3.0
15,2581,4.0
15,1783,4.0
15,3535,3.0
15,2302,3.0
15,2676,4.0
15,3113,4.0
15,2826,3.0
15,2688,3.0
15,780,4.0
15,2908,3.0
15,3499,3.0
15,32,3.0
15,357,3.0
15,1608,4.0
15,2268,4.0
15,1466,4.0
15,2841,3.0
15,2770,4.0
15,3646,4.0
15,434,3.0
15,1610,3.0
15,3145,3.0
15,3147,3.0
15,1619,3.0
15,2278,4.0
15,2858,4.0
15,1485,4.0
15,70,3.0
15,3753,3.0
15,2387,4.0
15,1804,3.0
15,2391,3.0
15,2396,4.0
15,1810,3.0
15,1672,3.0
15,1673,4.0
16,2629,3.0
16,1911,4.0
16,2723,4.0
16,2581,3.0
16,2699,3.0
16,2856,3.0
16,2355,3.0
17,2554,4.0
17,1265,4.0
17,164,5.0
17,3527,3.0
17,1428,4.0
17,750,5.0
17,2663,5.0
17,2667,4.0
17,260,4.0
17,3114,4.0
17,1374,5.0
17,1019,4.0
17,3700,4.0
17,924,4.0
17,2762,4.0
17,30,5.0
17,428,4.0
17,1601,4.0
17,356,4.0
17,34,4.0
17,1396,4.0
17,866,4.0
17,3717,4.0
17,503,5.0
17,1610,4.0
17,3070,4.0
17,2346,4.0
17,50,4.0
17,446,4.0
17,3156,4.0
17,1129,4.0
17,76,3.0
17,1573,5.0
17,1214,4.0
17,2455,5.0
17,1580,4.0
17,3699,4.0
17,2613,4.0
17,3418,4.0
17,3927,4.0
17,2117,3.0
17,2046,4.0
18,2989,4.0
18,2622,5.0
18,2993,2.0
18,2701,3.0
18,586,4.0
18,222,5.0
18,1408,2.0
18,1197,4.0
18,592,4.0
18,2718,4.0
18,2573,3.0
18,302,3.0
18,2141,3.0
18,2142,5.0
18,1274,5.0
18,2078,4.0
18,3526,4.0
18,1784,5.0
18,2080,2.0
18,2087,5.0
18,2089,5.0
18,3108,4.0
18,2090,4.0
18,902,5.0
18,839,5.0
18,10,4.0
18,260,4.0
18,17,5.0
18,2248,4.0
18,919,5.0
18,778,4.0
18,412,5.0
18,2253,4.0
18,1022,3.0
18,421,5.0
18,1968,3.0
18,2194,5.0
18,1032,4.0
18,434,4.0
18,291,4.0
18,44,4.0
18,368,4.0
18,48,4.0
18,527,3.0
18,2291,5.0
18,1635,5.0
18,1639,2.0
18,2000,4.0
18,2001,4.0
18,2947,3.0
18,2948,4.0
18,466,2.0
18,2018,4.0
18,475,4.0
18,3257,4.0
18,1805,3.0
18,2100,4.0
18,1234,4.0
18,3418,3.0
18,2617,4.0
18,2042,4.0
19,3421,4.0
19,1327,4.0
19,3948,4.0
19,2139,4.0
19,1197,4.0
19,2713,4.0
19,2716,4.0
19,2717,4.0
19,1772,4.0
19,2649,4.0
19,741,4.0
19,1278,4.0
19,1350,4.0
19,2080,4.0
19,2662,3.0
19,2599,4.0
19,2160,4.0
19,1431,3.0
19,1291,3.0
19,2094,4.0
19,2746,3.0
19,10,3.0
19,260,4.0
19,1370,3.0
19,198,4.0
19,1373,4.0
19,3623,4.0
19,2687,3.0
19,2321,4.0
19,1527,4.0
19,2762,3.0
19,2195,4.0
19,368,4.0
19,377,4.0
19,2353,4.0
19,2860,4.0
19,457,4.0
19,2002,3.0
19,3176,4.0
19,1214,3.0
19,2888,3.0
19,2527,4.0
19,2454,3.0
19,111,3.0
19,2600,4.0
19,3264,3.0
19,1307,3.0
19,1097,4.0
19,3273,4.0
19,2115,3.0
19,3928,4.0
20,589,5.0
20,2571,5.0
20,3717,5.0
20,2858,5.0
20,2028,3.0
21,2701,4.0
21,1,3.0
21,2355,3.0
21,2394,2.0
22,3355,4.0
22,3868,4.0
22,1259,3.0
22,223,2.0
22,2138,2.0
22,736,3.0
22,2717,3.0
22,230,3.0
22,1347,2.0
22,3527,2.0
22,3388,3.0
22,3020,3.0
22,248,2.0
22,1425,4.0
22,3535,3.0
22,1792,3.0
22,3039,4.0
22,1438,4.0
22,833,4.0
22,2671,3.0
22,330,3.0
22,333,3.0
22,1441,2.0
22,910,3.0
22,2174,3.0
22,1377,3.0
22,3624,4.0
22,1882,3.0
22,3120,3.0
22,2321,2.0
22,780,3.0
22,2189,3.0
22,429,3.0
22,2338,3.0
22,2195,3.0
22,1974,3.0
22,47,3.0
22,2273,3.0
22,2348,3.0
22,1479,2.0
22,2858,3.0
22,370,4.0
22,1127,3.0
22,1994,3.0
22,380,3.0
22,3160,3.0
22,1200,4.0
22,2003,3.0
22,2371,4.0
22,3247,3.0
22,2376,4.0
22,473,2.0
22,1580,2.0
22,1732,2.0
22,3917,3.0
22,1091,3.0
22,2470,3.0
22,1747,4.0
22,1240,3.0
23,1249,3.0
23,3420,3.0
23,1252,4.0
23,1188,4.0
23,3505,3.0
23,1690,4.0
23,2064,3.0
23,1196,3.0
23,592,3.0
23,2642,4.0
23,595,4.0
23,1845,3.0
23,2140,3.0
23,1343,3.0
23,2722,3.0
23,3527,3.0
23,2657,3.0
23,317,4.0
23,750,4.0
23,1500,3.0
23,3032,4.0
23,1009,4.0
23,1876,4.0
23,260,3.0
23,2311,4.0
23,1517,3.0
23,2176,3.0
23,915,3.0
23,1953,3.0
23,21,3.0
23,3052,4.0
23,1527,3.0
23,780,3.0
23,2692,3.0
23,39,3.0
23,1396,3.0
23,2410,3.0
23,3070,3.0
23,296,3.0
23,2419,3.0
23,1544,3.0
23,442,3.0
23,377,3.0
23,3741,3.0
23,1204,3.0
23,968,3.0
23,1206,3.0
23,1060,3.0
23,2009,3.0
23,3751,4.0
23,2012,3.0
23,1215,3.0
23,1653,3.0
23,3763,3.0
23,1223,3.0
23,2395,4.0
23,1234,4.0
23,1097,3.0
23,1674,3.0
23,3920,4.0
23,1243,3.0
24,1197,4.0
24,303,4.0
24,2657,2.0
24,175,4.0
24,902,4.0
24,1291,4.0
24,3471,4.0
24,2174,4.0
24,1959,4.0
24,920,4.0
24,1027,5.0
24,2407,4.0
24,1394,5.0
24,500,4.0
24,3072,5.0
24,2795,4.0
24,1057,4.0
24,2797,4.0
24,2001,3.0
24,468,4.0
24,1213,4.0
24,1073,4.0
24,110,4.0
24,1225,4.0
24,2028,4.0
24,1663,4.0
24,1307,4.0
25,3793,5.0
25,2716,4.0
25,2804,4.0
25,260,4.0
25,1372,4.0
25,1375,4.0
25,780,4.0
25,1387,4.0
25,2692,4.0
25,1610,4.0
25,3156,4.0
25,3676,4.0
25,3174,3.0
25,3175,4.0
25,1210,4.0
25,480,4.0
25,1676,4.0
26,3422,3.0
26,1179,3.0
26,3500,3.0
26,2059,3.0
26,2701,3.0
26,586,3.0
26,4,3.0
26,2137,3.0
26,1196,3.0
26,1198,3.0
26,597,3.0
26,3448,3.0
26,161,3.0
26,168,3.0
26,2145,3.0
26,1271,3.0
26,3450,3.0
26,1784,3.0
26,315,3.0
26,3608,3.0
26,3101,3.0
26,252,3.0
26,1291,3.0
26,765,3.0
26,1003,4.0
26,333,4.0
26,337,4.0
26,16,3.0
26,267,4.0
26,1517,3.0
26,2683,3.0
26,3489,3.0
26,1888,3.0
26,780,2.0
26,2906,3.0
26,788,3.0
26,350,3.0
26,3130,3.0
26,2266,4.0
26,1393,3.0
26,2915,3.0
26,2916,3.0
26,364,3.0
26,2412,3.0
26,3219,3.0
26,1544,3.0
26,3152,3.0
26,2355,3.0
26,1556,3.0
26,2798,3.0
26,1997,3.0
26,454,2.0
26,1704,3.0
26,2875,3.0
26,1644,3.0
26,3249,3.0
26,2012,3.0
26,2950,2.0
26,2953,2.0
26,3689,3.0
26,472,3.0
26,3254,3.0
26,2528,3.0
26,1586,3.0
26,1588,3.0
26,1084,3.0
26,3331,3.0
26,628,3.0
26,2463,3.0
26,95,3.0
26,3194,3.0
26,2539,3.0
26,1302,2.0
26,2106,3.0
26,2109,3.0
26,1097,3.0
26,1810,3.0
26,2470,3.0
26,1678,3.0
26,1240,2.0
27,1265,4.0
27,1198,5.0
27,300,5.0
27,318,4.0
27,1294,5.0
27,916,4.0
27,926,4.0
27,2289,5.0
27,955,5.0
27,2948,4.0
27,541,4.0
27,1225,3.0
27,2100,4.0
27,1097,4.0
28,593,4.0
28,2657,5.0
28,901,5.0
28,906,4.0
28,919,4.0
28,846,4.0
28,1956,4.0
28,32,4.0
28,1617,4.0
28,50,4.0
28,527,4.0
28,3671,4.0
28,2947,4.0
28,1136,4.0
28,1210,4.0
28,551,3.0
28,1660,4.0
28,2396,4.0
28,2398,3.0
28,2033,3.0
28,1097,4.0
29,3527,3.0
29,3468,4.0
29,912,3.0
29,1954,4.0
29,3639,4.0
29,353,4.0
29,3062,4.0
29,1036,4.0
29,3726,4.0
29,2000,4.0
29,1200,4.0
29,2947,3.0
29,3753,3.0
29,1214,4.0
29,541,4.0
29,2527,4.0
29,3836,4.0
29,1085,3.0
29,480,3.0
29,3405,3.0
29,494,4.0
29,2617,4.0
30,2997,4.0
30,17,4.0
30,2686,4.0
30,3072,3.0
30,2858,4.0
30,608,4.0
30,2442,4.0
30,1213,4.0
30,2966,4.0
31,1777,4.0
31,3451,4.0
31,3608,4.0
31,3397,4.0
31,11,4.0
31,3040,4.0
31,2407,4.0
31,368,4.0
31,2922,4.0
31,2355,4.0
31,957,3.0
31,2935,4.0
31,2792,4.0
31,3096,4.0
31,2870,4.0
31,2948,3.0
31,1136,4.0
31,3244,4.0
31,3685,4.0
31,3189,4.0
31,3836,4.0
31,480,3.0
31,1304,4.0
31,1234,4.0
32,3286,4.0
32,266,3.0
32,1956,4.0
32,32,4.0
32,1617,4.0
32,3159,4.0
32,457,4.0
32,1208,4.0
32,2959,4.0
32,2108,2.0
33,1249,4.0
33,3421,3.0
33,2550,4.0
33,2993,4.0
33,1183,4.0
33,3505,4.0
33,586,3.0
33,223,4.0
33,2132,4.0
33,1263,4.0
33,1193,4.0
33,590,3.0
33,1198,3.0
33,595,3.0
33,300,4.0
33,2646,3.0
33,2648,4.0
33,3016,4.0
33,2070,4.0
33,1272,4.0
33,2076,4.0
33,316,4.0
33,319,4.0
33,1350,3.0
33,1287,4.0
33,2662,4.0
33,2739,4.0
33,3100,4.0
33,2303,4.0
33,903,4.0
33,1367,4.0
33,1299,3.0
33,1947,4.0
33,3044,3.0
33,1372,3.0
33,1012,4.0
33,1885,3.0
33,1380,3.0
33,2186,4.0
33,926,3.0
33,2406,3.0
33,2193,4.0
33,2268,3.0
33,1393,3.0
33,3576,3.0
33,1035,4.0
33,364,3.0
33,3072,4.0
33,949,4.0
33,2423,4.0
33,2353,3.0
33,1994,4.0
33,2797,3.0
33,3230,4.0
33,3168,4.0
33,2944,4.0
33,3244,4.0
33,1717,3.0
33,3681,4.0
33,1213,4.0
33,1214,3.0
33,1721,4.0
33,2455,4.0
33,2384,4.0
33,1584,3.0
33,3693,4.0
33,1225,4.0
33,480,3.0
33,3334,3.0
33,1304,4.0
33,1231,3.0
33,2109,3.0
33,1235,3.0
33,1097,4.0
33,3271,4.0
33,1678,4.0
33,2115,4.0
33,1245,3.0
34,3358,4.0
34,2133,4.0
34,1278,4.0
34,3387,5.0
34,3608,4.0
34,2735,4.0
34,3039,4.0
34,838,4.0
34,3623,4.0
34,3481,5.0
34,1387,4.0
34,353,4.0
34,39,3.0
34,1393,4.0
34,1541,3.0
34,441,4.0
34,2424,4.0
34,3087,4.0
34,2794,4.0
34,3597,2.0
34,1994,5.0
34,1997,4.0
34,529,3.0
34,539,3.0
34,1641,3.0
34,1717,4.0
34,543,4.0
34,2380,4.0
34,2396,3.0
34,2108,4.0
34,708,3.0
34,497,4.0
34,2478,3.0
35,1252,4.0
35,800,4.0
35,1272,4.0
35,318,4.0
35,1288,4.0
35,3461,4.0
35,902,4.0
35,2239,4.0
35,1945,4.0
35,1949,4.0
35,1370,4.0
35,915,4.0
35,1955,4.0
35,1957,4.0
35,3566,4.0
35,2692,4.0
35,1028,4.0
35,1029,3.0
35,3060,4.0
35,2331,4.0
35,36,2.0
35,3068,4.0
35,1393,4.0
35,1103,4.0
35,2919,4.0
35,1035,4.0
35,2922,3.0
35,2858,2.0
35,2420,3.0
35,2424,3.0
35,1124,4.0
35,971,4.0
35,2385,4.0
35,2966,3.0
35,1801,4.0
35,1162,4.0
35,1096,4.0
35,1674,3.0
35,1172,3.0
35,3788,4.0
36,1249,4.0
36,2989,5.0
36,3424,4.0
36,1259,4.0
36,581,4.0
36,1831,5.0
36,223,4.0
36,2137,4.0
36,1264,4.0
36,733,4.0
36,3441,4.0
36,592,4.0
36,1912,4.0
36,232,5.0
36,235,4.0
36,164,4.0
36,3952,5.0
36,1272,4.0
36,1276,5.0
36,1923,4.0
36,2580,5.0
36,2802,5.0
36,3101,5.0
36,2599,4.0
36,3035,5.0
36,1291,4.0
36,1297,5.0
36,2815,4.0
36,1876,4.0
36,16,4.0
36,2245,4.0
36,198,4.0
36,1376,4.0
36,3480,4.0
36,3052,4.0
36,1527,4.0
36,1387,3.0
36,785,4.0
36,2694,4.0
36,1603,4.0
36,3066,4.0
36,1393,4.0
36,3712,4.0
36,47,4.0
36,2418,4.0
36,2278,4.0
36,1476,4.0
36,3156,4.0
36,2355,4.0
36,3591,4.0
36,524,4.0
36,2433,4.0
36,3745,4.0
36,969,4.0
36,1573,4.0
36,2012,4.0
36,1210,4.0
36,2883,4.0
36,1722,5.0
36,1653,4.0
36,1081,4.0
36,555,4.0
36,1663,4.0
36,2469,4.0
36,1307,4.0
36,1092,4.0
36,2541,4.0
36,1747,4.0
36,2118,4.0
36,2985,4.0
37,3864,4.0
37,1380,4.0
37,1457,4.0
37,356,4.0
37,361,3.0
37,3159,3.0
37,2791,4.0
37,1997,4.0
37,605,4.0
37,1722,4.0
37,2396,3.0
38,141,3.0
38,236,4.0
38,2805,4.0
38,13,3.0
38,17,4.0
38,1895,4.0
38,356,4.0
38,357,4.0
38,361,3.0
38,2340,4.0
38,377,4.0
38,2355,4.0
38,1059,3.0
38,2506,3.0
38,531,3.0
38,539,3.0
38,1573,4.0
38,3259,4.0
38,1593,3.0
38,490,4.0
39,2997,4.0
39,2599,4.0
39,3113,3.0
39,2826,3.0
39,2908,3.0
39,2770,4.0
39,2772,5.0
39,3578,2.0
39,3157,3.0
39,2502,4.0
39,3745,4.0
39,3176,3.0
40,161,4.0
40,3461,4.0
40,1291,4.0
40,2816,4.0
40,920,4.0
40,780,4.0
40,2402,4.0
40,3643,4.0
40,2287,3.0
40,1204,4.0
40,2944,4.0
40,2871,3.0
40,3247,2.0
40,1073,4.0
40,1580,4.0
40,1085,3.0
40,3269,3.0
40,1676,4.0
40,2115,4.0
41,224,4.0
41,1196,4.0
41,2338,4.0
41,531,3.0
41,1658,2.0
42,648,4.0
42,1831,3.0
42,593,4.0
42,1779,3.0
42,748,3.0
42,3527,3.0
42,173,4.0
42,1356,4.0
42,185,4.0
42,1291,4.0
42,10,4.0
42,196,4.0
42,1372,4.0
42,1373,4.0
42,3555,4.0
42,1953,4.0
42,1019,4.0
42,24,4.0
42,349,4.0
42,1527,4.0
42,3701,3.0
42,3703,4.0
42,1387,4.0
42,3638,4.0
42,1968,4.0
42,32,4.0
42,2407,3.0
42,1394,3.0
42,1396,4.0
42,2915,4.0
42,2273,4.0
42,527,4.0
42,3745,4.0
42,2011,4.0
42,1210,4.0
42,610,4.0
42,2528,4.0
42,1584,4.0
42,3769,4.0
42,1301,4.0
42,2105,4.0
42,1307,3.0
42,1097,4.0
42,3927,4.0
42,2117,4.0
42,2985,4.0
43,2706,5.0
43,1197,3.0
43,2763,5.0
43,2369,4.0
43,2396,4.0
44,2550,4.0
44,2133,5.0
44,594,4.0
44,2140,4.0
44,3386,4.0
44,316,2.0
44,2083,5.0
44,1356,5.0
44,904,4.0
44,1294,4.0
44,260,4.0
44,912,4.0
44,3489,4.0
44,2321,4.0
44,1022,4.0
44,2699,4.0
44,34,2.0
44,2406,2.0
44,2407,4.0
44,1396,3.0
44,2916,4.0
44,2918,4.0
44,1982,4.0
44,1984,4.0
44,1986,3.0
44,2797,4.0
44,2297,4.0
44,891,4.0
44,2006,3.0
44,1645,2.0
44,2459,4.0
44,2460,4.0
44,3264,3.0
44,1307,4.0
44,2470,4.0
44,497,4.0
44,2115,3.0
44,2043,4.0
44,1243,3.0
45,1821,3.0
45,2054,2.0
45,2700,2.0
45,587,3.0
45,153,3.0
45,802,3.0
45,1265,2.0
45,3516,3.0
45,1414,3.0
45,3450,3.0
45,2724,3.0
45,3528,2.0
45,1782,3.0
45,2150,3.0
45,3608,4.0
45,3462,4.0
45,902,4.0
45,1292,3.0
45,905,3.0
45,3612,3.0
45,3540,3.0
45,691,4.0
45,2671,3.0
45,1948,3.0
45,11,3.0
45,339,3.0
45,3044,3.0
45,1441,3.0
45,911,3.0
45,2248,3.0
45,1014,3.0
45,779,3.0
45,276,4.0
45,2694,3.0
45,1968,3.0
45,2262,3.0
45,933,3.0
45,937,3.0
45,2918,3.0
45,2849,3.0
45,2779,3.0
45,2340,3.0
45,447,3.0
45,377,3.0
45,378,3.0
45,3087,3.0
45,3591,3.0
45,2791,3.0
45,3099,2.0
45,2297,3.0
45,2942,4.0
45,3248,3.0
45,3685,3.0
45,3699,3.0
45,2100,3.0
45,1304,3.0
45,633,3.0
45,492,3.0
45,1677,3.0
46,3939,4.0
46,1972,4.0
46,1974,4.0
46,1977,4.0
46,1982,4.0
46,1986,5.0
46,529,4.0
46,891,4.0
47,318,4.0
47,1949,4.0
47,1041,4.0
47,1089,4.0
48,719,2.0
48,647,2.0
48,2991,3.0
48,1253,3.0
48,3868,4.0
48,2134,3.0
48,802,2.0
48,3877,1.0
48,1266,3.0
48,1197,2.0
48,593,3.0
48,1411,3.0
48,2141,3.0
48,743,2.0
48,1356,4.0
48,1283,3.0
48,2302,3.0
48,3107,2.0
48,3034,3.0
48,2094,3.0
48,1294,3.0
48,836,3.0
48,765,2.0
48,2245,4.0
48,912,3.0
48,915,4.0
48,1378,4.0
48,919,4.0
48,2324,3.0
48,1526,3.0
48,924,2.0
48,788,2.0
48,2405,3.0
48,3213,3.0
48,3142,2.0
48,1616,3.0
48,879,4.0
48,3081,3.0
48,1488,4.0
48,1704,4.0
48,2291,4.0
48,969,3.0
48,3243,3.0
48,1580,3.0
48,3260,3.0
48,2531,3.0
48,3261,3.0
48,2532,4.0
48,2393,4.0
48,1665,4.0
48,1597,4.0
48,2616,4.0
48,3507,4.0
48,1907,4.0
48,2567,4.0
48,1693,4.0
48,151,4.0
48,1694,4.0
48,2571,3.0
48,2574,3.0
48,303,4.0
48,160,3.0
48,165,2.0
48,2581,3.0
48,1927,3.0
48,3388,3.0
48,2804,2.0
48,3396,3.0
48,1792,3.0
48,3398,4.0
48,252,3.0
48,1797,4.0
48,256,3.0
48,3471,2.0
48,2815,3.0
48,1007,4.0
48,1944,3.0
48,260,3.0
48,1876,3.0
48,15,3.0
48,19,3.0
48,196,3.0
48,1010,3.0
48,3483,3.0
48,1882,4.0
48,413,4.0
48,2759,3.0
48,3489,3.0
48,24,3.0
48,346,3.0
48,419,3.0
48,1027,4.0
48,1028,2.0
48,1029,3.0
48,355,3.0
48,39,3.0
48,367,4.0
48,368,2.0
48,1042,3.0
48,50,3.0
48,376,3.0
48,3809,3.0
48,524,3.0
48,527,3.0
48,62,3.0
48,65,3.0
48,66,2.0
48,1207,3.0
48,608,3.0
48,3753,3.0
48,1219,3.0
48,474,3.0
48,2021,4.0
48,2023,3.0
48,1222,3.0
48,2968,4.0
48,1233,3.0
48,1240,3.0
48,1242,4.0
48,2985,2.0
49,741,3.0
49,1527,3.0
49,2278,3.0
49,1554,4.0
49,1676,3.0
49,2628,4.0
49,3362,4.0
49,2571,5.0
49,3615,4.0
49,2761,4.0
49,2763,3.0
49,1036,4.0
49,376,4.0
49,3735,5.0
49,1997,3.0
49,3740,4.0
49,3751,4.0
49,1148,4.0
49,474,3.0
49,89,4.0
49,95,4.0
49,494,4.0
50,3863,3.0
50,144,3.0
50,3510,4.0
50,3616,4.0
50,3717,3.0
50,2791,2.0
50,3594,3.0
50,524,4.0
50,3751,3.0
51,588,4.0
51,3409,4.0
51,2396,4.0
51,1923,3.0
51,3553,4.0
51,348,4.0
51,1895,4.0
51,34,3.0
52,2126,4.0
52,1370,4.0
52,2353,4.0
52,112,3.0
52,3274,4.0
52,144,4.0
52,2826,4.0
52,21,3.0
52,2763,4.0
52,2916,4.0
52,3646,3.0
52,292,4.0
52,457,3.0
52,3821,3.0
52,555,3.0
52,3916,4.0
53,1175,4.0
53,1249,4.0
53,648,4.0
53,3863,5.0
53,2054,3.0
53,2058,3.0
53,1190,5.0
53,1196,5.0
53,590,4.0
53,593,5.0
53,3018,4.0
53,1342,4.0
53,1270,4.0
53,2148,5.0
53,1274,5.0
53,741,5.0
53,745,4.0
53,2080,5.0
53,2154,4.0
53,2087,3.0
53,2088,4.0
53,829,5.0
53,901,4.0
53,902,4.0
53,2165,5.0
53,1365,5.0
53,1294,4.0
53,1296,4.0
53,1299,5.0
53,1513,5.0
53,912,4.0
53,1378,4.0
53,2322,3.0
53,3053,3.0
53,2324,5.0
53,1380,5.0
53,780,5.0
53,788,5.0
53,1395,5.0
53,2411,4.0
53,1617,4.0
53,2420,5.0
53,1623,5.0
53,1627,4.0
53,1556,5.0
53,953,5.0
53,880,5.0
53,2291,5.0
53,3095,5.0
53,1645,5.0
53,3255,5.0
53,3257,5.0
53,1580,5.0
53,1729,5.0
53,1658,5.0
53,2605,4.0
53,2396,5.0
53,2613,4.0
53,2617,4.0
53,1748,4.0
53,2478,4.0
53,1687,2.0
53,3500,4.0
53,2706,5.0
53,1831,3.0
53,3509,4.0
53,2710,4.0
53,2712,4.0
53,1911,4.0
53,1918,5.0
53,302,5.0
53,2575,3.0
53,230,4.0
53,1848,4.0
53,307,5.0
53,235,4.0
53,2722,3.0
53,3527,4.0
53,2581,5.0
53,2657,5.0
53,316,5.0
53,173,5.0
53,177,5.0
53,1861,4.0
53,2599,4.0
53,184,5.0
53,259,4.0
53,3477,4.0
53,1946,5.0
53,1873,5.0
53,3479,3.0
53,18,4.0
53,268,4.0
53,199,3.0
53,1884,4.0
53,3703,5.0
53,3704,3.0
53,1960,5.0
53,3565,5.0
53,3499,4.0
53,2699,4.0
53,281,4.0
53,356,5.0
53,2840,4.0
53,1103,5.0
53,1035,4.0
53,432,4.0
53,509,4.0
53,290,4.0
53,1982,4.0
53,442,5.0
53,372,4.0
53,55,4.0
53,521,4.0
53,1994,3.0
53,2000,5.0
53,2005,3.0
53,2872,5.0
53,1207,4.0
53,1208,5.0
